date,close,high,low,open,volume,daily_return,rsi,macd,macd_signal,macd_diff,stochastic_k,stochastic_d,bollinger_hband,bollinger_lband,bollinger_mavg,bollinger_width,atr,ema_20,ema_50,ema_200,ema_9,ichimoku_a,ichimoku_b,ichimoku_base,ichimoku_conversion,adx,volume_sma_20,volume_ratio,awesome_osc
2020-01-22,279.913,281.209,279.738,280.648,2765300,0.0,74.383,3.492,3.272,0.219,87.815,93.132,281.064,268.825,274.944,4.451,1.718,275.066,268.77,252.613,277.983,275.659,269.188,273.386,277.932,41.676,2628655.0,1.052,8.345
2020-01-23,280.188,280.335,278.212,279.297,2673100,0.001,74.901,3.477,3.313,0.163,90.401,90.356,281.675,269.1,275.388,4.566,1.747,275.554,269.218,252.888,278.424,276.327,269.59,274.722,277.932,41.489,2646050.0,1.01,8.179
2020-01-24,277.633,280.841,276.511,280.749,3448200,-0.009,62.297,3.221,3.295,-0.074,66.378,81.531,281.772,269.635,275.704,4.402,1.931,275.752,269.548,253.134,278.266,276.55,269.59,274.85,278.249,40.051,2753165.0,1.252,7.635
2020-01-27,273.221,274.6,272.504,272.862,4302000,-0.016,47.449,2.633,3.162,-0.53,11.871,56.217,281.751,269.708,275.729,4.368,2.16,275.511,269.692,253.334,277.257,275.869,269.636,274.882,276.856,37.782,2848750.0,1.51,5.979
2020-01-28,276.181,276.888,274.131,274.572,3562500,0.011,55.169,2.378,3.005,-0.628,42.24,40.163,281.764,270.042,275.903,4.249,2.267,275.575,269.946,253.561,277.042,275.91,269.636,274.965,276.856,35.502,2915605.0,1.222,4.755
2020-01-29,275.905,277.55,275.693,277.403,2739400,-0.001,54.367,2.129,2.83,-0.701,39.07,31.06,281.59,270.686,276.138,3.949,2.238,275.606,270.18,253.784,276.814,276.332,269.636,275.808,276.856,33.647,2935305.0,0.933,3.622
2020-01-30,276.769,276.953,273.285,273.965,4432700,0.003,56.499,1.978,2.66,-0.681,48.995,43.435,281.479,271.284,276.381,3.689,2.34,275.717,270.438,254.012,276.805,276.332,269.636,275.808,276.856,31.602,3031305.0,1.462,2.452
2020-01-31,271.805,276.318,270.913,276.171,6184700,-0.018,43.83,1.442,2.416,-0.974,8.664,32.243,281.664,270.847,276.256,3.916,2.591,275.344,270.492,254.189,275.805,275.935,269.636,275.808,276.061,30.541,3183420.0,1.943,1.157
2020-02-03,273.781,275.464,273.037,273.12,3205200,0.007,48.756,1.163,2.166,-1.003,27.855,28.505,281.558,271.1,276.329,3.785,2.668,275.196,270.621,254.384,275.4,275.935,269.636,275.808,276.061,29.555,3181285.0,1.008,1.043
2020-02-04,278.001,278.736,276.833,277.146,2292800,0.015,57.357,1.268,1.986,-0.718,68.842,35.12,281.651,271.474,276.563,3.68,2.831,275.463,270.91,254.619,275.92,275.843,269.636,275.808,275.877,27.624,3157070.0,0.726,1.171
2020-02-05,281.144,281.356,279.324,280.731,3049900,0.011,62.417,1.586,1.906,-0.32,97.97,64.889,282.107,271.875,276.991,3.694,2.868,276.004,271.312,254.883,276.965,276.008,269.709,275.882,276.134,26.698,3196975.0,0.954,1.571
2020-02-06,282.1,282.275,281.108,282.018,1925500,0.003,63.823,1.894,1.904,-0.01,98.46,88.424,282.775,272.018,277.397,3.878,2.747,276.584,271.735,255.154,277.992,276.468,270.168,276.342,276.594,26.111,3107275.0,0.62,2.506
2020-02-07,280.666,281.825,280.124,281.126,2249000,-0.005,60.185,1.999,1.923,0.076,85.839,94.089,283.148,272.125,277.636,3.97,2.692,276.973,272.085,255.408,278.527,276.509,270.168,276.424,276.594,25.15,3111300.0,0.723,3.622
2020-02-10,282.679,282.716,279.766,279.802,2246900,0.007,63.344,2.219,1.982,0.237,99.687,94.662,283.811,272.22,278.016,4.169,2.71,277.517,272.5,255.679,279.357,276.73,270.389,276.644,276.814,24.543,3040305.0,0.739,4.667
2020-02-11,283.194,284.674,282.762,283.976,2438800,0.002,64.127,2.407,2.067,0.34,89.245,91.59,284.52,272.141,278.33,4.448,2.659,278.057,272.92,255.953,280.125,277.708,271.368,277.624,277.794,24.563,3025845.0,0.806,5.48
2020-02-12,285.014,285.207,284.196,284.555,2115800,0.006,66.828,2.672,2.188,0.484,98.65,95.86,285.528,271.98,278.754,4.86,2.613,278.72,273.394,256.242,281.103,278.06,271.634,278.06,278.06,24.73,3000630.0,0.705,5.961
2020-02-13,284.739,285.621,283.452,283.672,2043400,-0.001,66.019,2.828,2.316,0.512,94.003,93.966,286.342,271.925,279.133,5.165,2.581,279.293,273.839,256.526,281.83,278.798,271.842,278.267,279.329,24.521,2961685.0,0.69,6.141
2020-02-14,285.217,285.262,284.04,285.06,1637000,0.002,66.772,2.955,2.444,0.512,97.253,96.635,287.102,271.738,279.42,5.498,2.484,279.857,274.285,256.811,282.507,279.747,271.842,278.267,281.227,24.327,2914405.0,0.562,6.509
2020-02-18,284.435,284.794,283.148,284.261,3000300,-0.003,64.264,2.959,2.547,0.412,91.936,94.398,287.601,271.641,279.621,5.708,2.455,280.293,274.683,257.086,282.893,280.37,271.842,278.267,282.472,23.686,2953520.0,1.016,6.728
2020-02-19,285.805,286.421,285.069,285.345,2257500,0.005,66.628,3.038,2.645,0.393,96.028,95.072,288.343,271.496,279.92,6.019,2.421,280.818,275.119,257.372,283.475,280.88,273.6,278.667,283.094,23.66,2928500.0,0.771,6.723
2020-02-20,284.683,286.053,281.898,285.281,4617300,-0.004,62.955,2.976,2.711,0.264,88.793,92.252,288.834,271.482,280.158,6.194,2.545,281.186,275.494,257.644,283.717,280.88,273.701,278.667,283.094,22.182,3021100.0,1.528,6.204
2020-02-21,281.733,283.654,280.933,283.396,2678000,-0.01,54.453,2.657,2.7,-0.043,64.973,83.265,288.938,271.532,280.235,6.211,2.631,281.238,275.739,257.883,283.32,280.88,274.643,278.667,283.094,20.764,3021345.0,0.886,5.493
2020-02-24,272.311,275.197,271.327,272.972,7097000,-0.033,37.182,1.626,2.486,-0.859,6.519,53.428,289.279,270.66,279.969,6.65,3.186,280.388,275.605,258.027,281.118,278.77,274.643,278.667,278.874,21.924,3203785.0,2.215,3.186
2020-02-25,264.13,274.14,263.229,273.68,8465800,-0.03,28.677,0.147,2.018,-1.871,3.885,25.126,290.78,268.249,279.515,8.061,3.738,278.84,275.155,258.088,277.721,274.825,274.643,274.825,274.825,24.098,3411975.0,2.481,0.226
2020-02-26,262.962,268.671,262.42,265.297,10233700,-0.004,27.703,-1.107,1.393,-2.5,2.258,4.221,292.185,265.522,278.854,9.562,3.918,277.328,274.676,258.136,274.769,274.42,274.42,274.42,274.42,26.203,3745535.0,2.732,-3.604
2020-02-27,251.306,261.501,251.279,257.906,14897000,-0.044,20.293,-3.006,0.513,-3.519,0.077,2.073,295.56,259.687,277.624,12.922,4.472,274.849,273.76,258.068,270.076,268.85,268.85,268.85,268.85,29.07,4353415.0,3.422,-8.608
2020-02-28,249.79,250.874,241.066,243.888,23179600,-0.006,19.561,-4.581,-0.506,-4.075,19.235,7.19,297.937,254.613,276.275,15.681,4.884,272.463,272.82,257.986,266.019,263.744,263.744,263.744,263.744,32.245,5290760.0,4.381,-15.006
2020-03-02,260.94,261.096,248.641,251.867,12428600,0.045,37.451,-4.873,-1.379,-3.494,43.819,21.044,298.339,253.124,275.732,16.398,5.425,271.365,272.354,258.015,265.003,263.744,263.744,263.744,263.744,32.875,5602955.0,2.218,-18.075
2020-03-03,253.742,265.03,251.279,261.372,9805900,-0.028,32.436,-5.621,-2.227,-3.393,27.948,30.334,299.286,250.173,274.73,17.877,6.02,269.687,271.624,257.973,262.751,263.652,263.744,263.744,263.56,32.736,5932990.0,1.653,-19.652
2020-03-04,264.258,264.415,256.188,258.513,5253900,0.041,44.194,-5.303,-2.843,-2.461,51.134,40.967,298.961,249.124,274.042,18.186,6.352,269.17,271.335,258.035,263.052,263.052,263.744,263.744,262.36,32.606,6081045.0,0.864,-20.216
2020-03-05,255.406,260.517,253.347,257.658,6220000,-0.033,38.172,-5.701,-3.414,-2.286,31.617,36.9,298.711,246.8,272.756,19.032,6.678,267.859,270.711,258.009,261.523,260.938,263.744,263.744,258.132,32.766,6239550.0,0.997,-19.513
2020-03-06,251.123,252.29,245.065,247.565,6669100,-0.017,35.641,-6.288,-3.989,-2.299,22.174,34.975,298.413,244.0,271.207,20.064,6.939,266.265,269.943,257.94,259.443,260.673,263.744,263.744,257.603,33.62,6476730.0,1.03,-18.084
2020-03-09,231.745,239.908,230.863,233.382,16425900,-0.077,26.939,-8.223,-4.836,-3.387,1.588,18.46,300.538,236.983,268.761,23.648,7.891,262.977,268.445,257.68,253.903,254.204,258.642,258.642,249.767,35.275,7185575.0,2.286,-20.665
2020-03-10,243.639,243.639,230.885,240.563,10879100,0.051,37.092,-8.696,-5.608,-3.088,23.149,15.637,299.703,233.914,266.809,24.658,8.238,261.136,267.472,257.54,251.851,253.294,258.642,258.642,247.946,36.159,7617185.0,1.428,-23.587
2020-03-11,231.559,238.014,228.687,237.035,11480100,-0.05,32.198,-9.932,-6.473,-3.459,5.225,9.987,299.585,228.869,264.227,26.764,8.718,258.319,266.063,257.282,247.792,252.206,257.554,257.554,246.858,37.114,8069250.0,1.423,-27.591
2020-03-12,209.163,225.048,208.544,216.976,24669300,-0.097,25.485,-12.573,-7.693,-4.88,0.929,9.768,301.819,219.05,260.434,31.781,9.739,253.637,263.832,256.803,240.066,242.135,247.483,247.483,236.787,38.939,9196925.0,2.682,-33.781
2020-03-13,228.705,228.834,210.659,222.259,19533600,0.093,37.692,-12.94,-8.742,-4.198,30.735,12.296,299.638,215.627,257.633,32.609,10.448,251.263,262.455,256.523,237.794,242.135,247.483,247.483,236.787,40.052,10071435.0,1.94,-37.834
2020-03-16,201.858,216.819,201.461,205.811,17271500,-0.117,30.339,-15.222,-10.038,-5.184,0.591,10.751,299.994,206.935,253.465,36.715,11.648,246.558,260.078,255.979,230.607,238.44,243.941,243.941,232.938,41.461,10853160.0,1.591,-41.188
2020-03-17,215.074,216.062,200.038,206.642,15115500,0.065,36.868,-15.782,-11.187,-4.595,23.135,18.154,297.111,202.882,249.997,37.692,11.961,243.559,258.313,255.572,227.5,236.754,243.23,243.23,230.278,42.824,11458920.0,1.319,-45.047
2020-03-18,203.317,207.556,192.382,199.558,20177500,-0.055,33.83,-16.979,-12.345,-4.634,15.052,12.926,294.154,197.591,245.872,39.274,12.727,239.727,256.157,255.052,222.664,230.869,239.402,239.402,222.336,44.368,12354920.0,1.633,-49.468
2020-03-19,203.492,208.72,195.892,201.728,12441200,0.001,33.918,-17.709,-13.418,-4.291,15.293,17.827,290.012,193.614,241.813,39.865,12.734,236.276,254.091,254.539,218.829,228.706,239.402,239.402,218.01,45.615,12746115.0,0.976,-50.225
2020-03-20,194.626,207.39,193.989,205.764,11533200,-0.044,31.641,-18.787,-14.492,-4.295,3.089,11.145,286.179,188.735,237.457,41.037,12.782,232.309,251.759,253.943,213.989,228.706,239.402,239.402,218.01,46.847,13188875.0,0.874,-51.891
2020-03-23,188.651,194.663,185.216,193.601,14128200,-0.031,30.17,-19.894,-15.572,-4.321,4.337,7.573,283.646,182.903,233.274,43.187,12.544,228.151,249.285,253.293,208.921,223.717,235.818,235.818,211.615,48.307,13540435.0,1.043,-53.252
2020-03-24,206.642,207.15,198.404,199.844,13160800,0.095,39.314,-19.099,-16.278,-2.821,28.454,11.96,279.955,180.845,230.4,43.017,12.969,226.103,247.612,252.829,208.465,221.422,235.818,235.818,207.025,47.817,13775185.0,0.955,-52.1
2020-03-25,209.292,217.503,203.474,207.796,11876400,0.013,40.548,-18.047,-16.631,-1.416,35.895,22.895,275.716,179.717,227.716,42.157,13.045,224.502,246.11,252.396,208.631,221.422,235.818,235.818,207.025,46.138,13857320.0,0.857,-47.942
2020-03-26,221.871,222.979,211.352,211.74,12411100,0.06,46.149,-16.014,-16.508,0.494,62.741,42.363,273.051,179.438,226.245,41.377,13.091,224.251,245.159,252.092,211.279,219.866,235.818,235.634,204.098,44.005,13733025.0,0.904,-43.072
2020-03-27,215.055,221.317,213.023,214.907,11170600,-0.031,43.744,-14.782,-16.163,1.381,51.074,49.903,270.256,178.759,224.508,40.754,12.788,223.375,243.978,251.724,212.034,219.266,235.818,234.435,204.098,42.024,13132575.0,0.851,-37.899
2020-03-30,222.009,222.665,215.157,216.958,8727800,0.032,46.791,-13.094,-15.549,2.455,69.686,61.167,265.147,179.975,222.561,38.269,12.418,223.245,243.117,251.428,214.029,217.152,235.818,230.206,204.098,40.035,12947535.0,0.674,-30.272
2020-03-31,218.712,223.441,217.438,221.141,10386300,-0.015,45.532,-11.885,-14.816,2.931,76.794,65.851,260.932,180.687,220.81,36.341,11.96,222.813,242.16,251.103,214.966,217.003,235.818,229.678,204.329,38.097,12976555.0,0.8,-24.878
2020-04-01,208.858,213.384,206.993,210.493,13710100,-0.045,41.903,-11.589,-14.171,2.582,54.202,66.894,253.113,182.967,218.04,32.171,11.942,221.484,240.854,250.682,213.744,215.636,235.818,226.944,204.329,37.159,13399365.0,1.023,-22.747
2020-04-02,213.744,214.427,207.538,208.101,6547000,0.023,44.275,-10.835,-13.504,2.669,74.632,68.543,246.571,185.343,215.957,28.352,11.582,220.747,239.791,250.315,213.744,214.726,235.818,225.123,204.329,36.158,13415715.0,0.488,-21.82
2020-04-03,210.585,214.917,208.11,212.811,5490200,-0.015,43.051,-10.372,-12.877,2.505,66.368,65.067,239.992,187.868,213.93,24.365,11.24,219.779,238.645,249.919,213.112,218.023,235.818,225.123,210.922,35.163,13356770.0,0.411,-20.8
2020-04-06,224.909,226.544,217.89,218.842,7624000,0.068,49.823,-8.749,-12.052,3.302,96.044,79.014,238.874,188.302,213.588,23.678,11.578,220.268,238.107,249.671,215.472,220.066,235.818,225.123,215.009,32.855,12916675.0,0.59,-18.323
2020-04-07,225.029,233.47,224.845,232.658,12936600,0.001,49.877,-7.368,-11.115,3.747,82.507,81.64,234.601,190.714,212.658,20.637,11.367,220.721,237.594,249.425,217.383,222.677,235.818,225.123,220.231,30.983,13019550.0,0.994,-14.915
2020-04-08,232.667,233.701,225.39,227.412,6958600,0.034,53.307,-5.593,-10.011,4.417,97.867,92.139,234.851,190.575,212.713,20.815,11.174,221.859,237.401,249.259,220.44,222.581,235.818,224.816,220.347,29.267,12793475.0,0.544,-9.442
2020-04-09,236.121,238.633,233.785,235.613,8812600,0.015,54.813,-3.863,-8.781,4.918,95.297,91.891,238.349,189.773,214.061,22.693,10.802,223.217,237.351,249.128,223.576,222.84,235.818,222.866,222.813,28.143,12000640.0,0.734,-3.042
2020-04-13,233.831,235.456,230.312,235.17,7666400,-0.01,53.579,-2.646,-7.554,4.908,88.063,93.743,239.316,189.319,214.317,23.329,10.445,224.228,237.212,248.976,225.627,220.783,235.818,218.753,222.813,26.686,11407280.0,0.672,2.42
2020-04-14,240.97,241.625,237.543,238.495,6631100,0.031,56.84,-1.093,-6.262,5.169,98.283,93.881,243.118,189.428,216.273,24.825,10.256,225.823,237.36,248.896,228.696,219.368,235.818,214.428,224.309,25.918,10875260.0,0.61,6.749
2020-04-15,235.724,237.257,233.757,235.576,4888900,-0.022,53.847,-0.283,-5.066,4.784,82.961,89.769,245.444,189.167,217.305,25.898,10.039,226.766,237.296,248.765,230.101,219.504,235.818,214.428,224.582,24.747,10363930.0,0.472,8.903
2020-04-16,236.915,237.626,234.025,236.897,6165700,0.005,54.433,0.451,-3.963,4.414,86.4,89.215,247.59,190.38,218.985,26.125,9.579,227.732,237.281,248.647,231.464,219.144,235.818,213.42,224.868,23.696,9663340.0,0.638,10.764
2020-04-17,243.454,243.814,239.658,242.253,6738800,0.028,57.619,1.542,-2.862,4.404,99.022,89.461,250.547,191.419,220.983,26.757,9.387,229.23,237.523,248.595,233.862,222.683,235.818,214.515,230.852,23.327,9378220.0,0.719,11.993
2020-04-20,239.067,242.983,238.809,239.797,6498700,-0.018,54.849,2.029,-1.884,3.913,87.108,90.843,251.147,195.264,223.205,25.037,9.049,230.166,237.583,248.501,234.903,224.422,235.818,214.515,234.33,22.869,9126495.0,0.712,14.007
2020-04-21,231.762,235.955,230.885,234.81,6526100,-0.031,50.494,1.805,-1.146,2.951,67.269,84.466,248.556,202.166,225.361,20.585,8.987,230.318,237.355,248.334,234.275,224.558,235.818,214.515,234.602,21.428,8746390.0,0.746,13.502
2020-04-22,236.86,238.485,235.022,236.269,5626800,0.022,53.282,2.016,-0.514,2.529,80.83,78.402,248.9,204.844,226.872,19.419,8.825,230.941,237.336,248.22,234.792,225.789,235.818,214.515,237.063,20.369,8369690.0,0.672,14.443
2020-04-23,236.814,240.951,236.611,238.042,7665400,-0.0,53.253,2.154,0.02,2.134,80.394,76.164,249.119,207.376,228.248,18.289,8.505,231.501,237.315,248.106,235.196,225.789,235.818,214.515,237.063,19.655,8159140.0,0.939,15.568
2020-04-24,240.249,240.766,236.37,238.273,4768200,0.015,55.222,2.512,0.518,1.994,86.248,82.491,250.449,207.885,229.167,18.573,8.211,232.334,237.43,248.028,236.207,225.932,235.818,214.515,237.349,18.958,7776995.0,0.613,15.232
2020-04-27,243.722,244.655,241.57,241.976,3892200,0.014,57.185,3.041,1.023,2.018,95.29,87.311,251.748,209.452,230.6,18.342,7.939,233.418,237.677,247.985,237.71,226.353,235.818,214.936,237.77,18.753,7413075.0,0.525,15.448
2020-04-28,242.595,247.314,242.244,247.028,5849500,-0.005,56.322,3.33,1.484,1.846,78.476,86.671,253.007,210.251,231.629,18.459,7.734,234.292,237.87,247.932,238.687,227.682,235.818,216.265,239.099,18.85,7269160.0,0.805,17.499
2020-04-29,248.847,250.279,246.502,247.49,6773100,0.026,59.935,4.018,1.991,2.027,92.828,88.865,254.904,211.368,233.136,18.674,7.731,235.679,238.3,247.941,240.719,232.462,235.818,224.342,240.582,19.251,7088500.0,0.956,19.384
2020-04-30,246.677,248.044,244.95,247.582,7386600,-0.009,58.138,4.338,2.461,1.878,81.96,84.421,254.478,215.576,235.027,16.552,7.457,236.726,238.629,247.928,241.911,233.729,235.818,226.876,240.582,19.359,6772325.0,1.091,20.054
2020-05-01,239.954,242.752,238.956,242.096,4790700,-0.027,52.849,4.003,2.769,1.234,46.762,73.85,253.241,219.434,236.338,14.305,7.476,237.033,238.681,247.849,241.519,234.609,235.818,228.636,240.582,18.507,6684510.0,0.717,19.89
2020-05-04,240.711,240.951,236.915,238.199,4128900,0.003,53.364,3.755,2.966,0.789,50.665,59.796,250.003,225.685,237.844,10.224,7.23,237.384,238.76,247.778,241.358,235.643,235.634,228.636,242.65,17.417,6616445.0,0.624,18.178
2020-05-05,242.928,245.486,242.521,243.306,4437200,0.009,54.915,3.695,3.112,0.583,62.097,53.175,249.529,227.961,238.745,9.034,7.055,237.912,238.924,247.73,241.672,235.98,234.435,228.636,243.324,16.993,6457105.0,0.687,16.965
2020-05-06,241.293,244.839,241.173,244.47,3021400,-0.007,53.502,3.476,3.185,0.291,53.666,55.476,248.352,230.764,239.558,7.342,6.813,238.234,239.017,247.666,241.596,235.98,230.206,228.636,243.324,16.389,5961345.0,0.507,14.623
2020-05-07,244.147,245.938,243.722,244.23,3410200,0.012,55.647,3.492,3.246,0.246,68.382,61.382,248.542,231.722,240.132,7.004,6.658,238.797,239.218,247.631,242.106,236.116,229.678,228.636,243.597,15.976,5783925.0,0.59,13.038
2020-05-08,248.229,248.561,246.012,247.074,3201100,0.017,58.591,3.79,3.355,0.435,89.43,70.493,249.634,231.841,240.737,7.391,6.498,239.695,239.571,247.636,243.331,236.253,226.944,228.908,243.597,15.946,5503350.0,0.582,12.954
2020-05-11,248.266,249.54,246.058,246.382,3469300,0.0,58.618,3.984,3.481,0.503,86.806,81.539,250.34,232.579,241.459,7.356,6.282,240.511,239.912,247.643,244.318,236.396,225.123,229.194,243.597,16.049,5293495.0,0.655,13.026
2020-05-12,243.269,249.725,243.195,249.337,5159900,-0.02,53.573,3.691,3.523,0.168,49.601,75.279,250.486,232.662,241.574,7.378,6.3,240.774,240.044,247.599,244.108,238.702,225.123,234.084,243.32,15.608,5219935.0,0.988,12.232
2020-05-13,238.956,243.722,236.758,242.771,5617500,-0.018,49.605,3.076,3.434,-0.357,18.592,51.666,250.329,233.143,241.736,7.109,6.347,240.601,240.001,247.513,243.078,240.402,225.123,237.562,243.242,14.842,5256365.0,1.069,10.804
2020-05-14,241.838,241.967,234.551,236.731,7737600,0.012,52.155,2.789,3.305,-0.516,46.331,38.175,250.286,233.678,241.982,6.863,6.424,240.719,240.073,247.457,242.83,239.986,225.123,237.834,242.138,14.452,5334960.0,1.45,8.87
2020-05-15,242.928,242.992,238.79,239.695,3385900,0.005,53.121,2.619,3.168,-0.548,53.262,39.395,250.244,233.667,241.956,6.851,6.265,240.929,240.185,247.412,242.849,241.217,224.816,240.296,242.138,13.91,5167315.0,0.655,6.893
2020-05-18,250.353,251.849,248.487,248.727,6759200,0.031,59.17,3.049,3.144,-0.095,91.352,63.648,251.456,233.584,242.52,7.37,6.455,241.827,240.584,247.441,244.35,242.14,222.866,241.08,243.2,13.776,5180340.0,1.305,6.447
2020-05-19,247.988,251.433,247.822,249.919,4921100,-0.009,56.662,3.162,3.147,0.014,77.68,74.098,251.081,235.582,243.331,6.37,6.252,242.413,240.874,247.446,245.078,242.284,218.753,241.367,243.2,13.539,5100090.0,0.965,6.222
2020-05-20,252.034,252.856,250.916,251.129,4896200,0.016,59.801,3.537,3.225,0.312,95.509,88.18,252.123,236.057,244.09,6.582,6.153,243.33,241.312,247.492,246.469,242.787,219.036,241.87,243.704,13.52,5063560.0,0.967,7.325
2020-05-21,250.223,252.671,249.309,251.941,3581300,-0.007,57.784,3.646,3.309,0.337,85.616,86.268,252.485,237.036,244.76,6.312,5.953,243.986,241.661,247.519,247.22,242.787,219.036,241.87,243.704,13.205,4859355.0,0.737,8.695
2020-05-22,250.787,250.944,248.894,250.057,2296400,0.002,58.256,3.735,3.395,0.341,88.697,89.941,253.145,237.429,245.287,6.407,5.675,244.634,242.019,247.552,247.933,242.787,219.036,241.87,243.704,12.833,4735765.0,0.485,9.371
2020-05-26,254.01,256.504,253.558,256.31,4911800,0.013,60.945,4.02,3.52,0.5,88.639,87.651,254.486,237.117,245.802,7.066,5.678,245.527,242.49,247.616,249.149,244.611,220.86,243.694,245.528,13.327,4786745.0,1.026,9.378
2020-05-27,257.713,257.713,251.997,256.54,5152400,0.015,63.828,4.492,3.714,0.778,100.0,92.445,256.53,236.585,246.558,8.089,5.68,246.687,243.087,247.716,250.861,245.216,221.465,244.299,246.132,13.467,4751890.0,1.084,9.668
2020-05-28,257.205,260.475,256.568,258.618,4630600,-0.002,63.14,4.77,3.925,0.845,87.386,92.009,257.947,236.004,246.975,8.885,5.554,247.689,243.64,247.811,252.13,248.573,222.846,247.513,249.632,13.998,4644765.0,0.997,10.143
2020-05-29,258.36,258.914,254.305,256.771,7049300,0.004,64.088,5.026,4.145,0.881,91.842,93.076,259.598,235.521,247.56,9.725,5.486,248.705,244.217,247.916,253.376,250.831,222.846,247.513,254.148,14.014,4627900.0,1.523,10.667
2020-06-01,259.487,259.967,257.27,257.732,3888200,0.004,65.034,5.259,4.368,0.891,96.189,91.806,261.105,235.967,248.536,10.115,5.287,249.732,244.816,248.031,254.598,250.831,222.846,247.513,254.148,14.194,4582775.0,0.848,11.65
2020-06-02,261.62,261.62,259.016,260.244,4343900,0.008,66.815,5.552,4.605,0.947,100.0,96.01,262.833,236.33,249.582,10.619,5.095,250.864,245.475,248.166,256.003,251.671,223.418,248.086,255.257,14.621,4593525.0,0.946,12.097
2020-06-03,265.074,265.914,263.144,263.393,5568100,0.013,69.522,5.994,4.883,1.111,97.322,97.837,265.175,236.203,250.689,11.557,5.038,252.218,246.244,248.334,257.817,253.818,225.565,250.232,257.404,15.635,4650070.0,1.197,13.178
2020-06-04,264.4,265.748,262.47,264.132,3818600,-0.003,68.351,6.218,5.15,1.068,94.418,97.247,266.826,236.863,251.844,11.897,4.912,253.378,246.956,248.494,259.134,253.818,225.565,250.232,257.404,16.412,4689930.0,0.814,13.464
2020-06-05,271.16,272.795,269.313,269.332,6015500,0.026,73.225,6.862,5.492,1.369,93.453,95.064,269.926,236.464,253.195,13.216,5.161,255.071,247.905,248.72,261.539,258.034,235.6,253.673,262.396,18.017,4820195.0,1.248,15.491
2020-06-08,274.448,274.586,271.409,271.917,5559700,0.012,75.224,7.55,5.904,1.646,99.484,95.785,273.439,235.573,254.506,14.878,5.037,256.917,248.946,248.976,264.121,258.93,239.03,254.568,263.292,19.701,4938125.0,1.126,17.422
2020-06-09,272.499,273.728,271.179,271.973,4686400,-0.007,71.802,7.848,6.293,1.556,91.877,94.938,275.955,235.48,255.718,15.828,4.911,258.401,249.87,249.21,265.796,259.507,240.79,254.568,264.446,21.203,4998980.0,0.937,18.701
2020-06-10,270.8,273.728,270.218,272.933,5602600,-0.006,68.862,7.857,6.605,1.251,85.264,92.208,277.502,236.687,257.094,15.875,4.811,259.582,250.69,249.425,266.797,259.507,240.79,254.568,264.446,22.33,5021115.0,1.116,19.154
2020-06-11,255.192,264.982,254.712,264.464,7748200,-0.058,49.006,6.529,6.59,-0.061,24.513,67.218,276.581,239.231,257.906,14.482,5.616,259.164,250.867,249.482,264.476,259.609,240.79,254.568,264.649,21.182,5127650.0,1.511,17.682
2020-06-12,258.268,262.423,253.511,261.685,6232200,0.012,51.947,5.659,6.404,-0.745,27.761,45.846,275.887,241.568,258.727,13.264,5.852,259.078,251.157,249.57,263.234,259.308,240.79,254.568,264.048,20.288,5052380.0,1.234,14.494
2020-06-15,260.623,261.685,251.914,252.966,4431400,0.009,54.128,5.101,6.143,-1.042,38.413,30.229,275.172,244.052,259.612,11.987,6.132,259.225,251.528,249.679,262.712,258.909,240.79,254.568,263.25,19.689,5104655.0,0.868,10.852
2020-06-16,265.72,268.011,261.204,267.872,5295000,0.02,58.517,5.013,5.917,-0.904,60.894,42.356,275.548,245.213,260.381,11.65,6.221,259.844,252.085,249.839,263.314,258.909,241.062,254.568,263.25,18.482,5031445.0,1.052,8.7
2020-06-17,264.501,266.921,264.021,266.653,2662800,-0.005,57.109,4.789,5.692,-0.903,55.518,51.608,275.349,247.064,261.206,10.829,5.984,260.288,252.572,249.985,263.551,258.909,241.348,254.568,263.25,17.362,4918530.0,0.541,6.897
2020-06-18,264.742,265.166,262.793,263.181,2756300,0.001,57.328,4.578,5.469,-0.891,56.581,57.664,275.409,248.274,261.842,10.363,5.726,260.712,253.049,250.132,263.789,258.909,246.238,254.568,263.25,16.133,4811535.0,0.573,7.209
2020-06-19,263.181,268.076,261.98,267.863,3479500,-0.006,55.361,4.237,5.222,-0.986,49.696,53.931,274.97,250.009,262.49,9.509,5.753,260.947,253.446,250.262,263.668,258.695,249.716,254.568,262.821,15.458,4806445.0,0.724,7.91
2020-06-22,264.926,265.231,261.601,262.608,2518000,0.007,57.132,4.06,4.99,-0.93,57.392,54.556,274.49,251.902,263.196,8.582,5.601,261.326,253.897,250.408,263.919,259.754,249.988,256.688,262.821,14.759,4817525.0,0.523,8.514
2020-06-23,266.127,268.223,265.757,267.374,2503600,0.005,58.356,3.971,4.786,-0.815,62.69,56.593,274.334,253.27,263.802,7.985,5.436,261.783,254.376,250.564,264.361,260.636,252.449,261.204,260.068,14.613,4697115.0,0.533,8.314
2020-06-24,259.32,264.778,257.639,264.206,4532300,-0.026,49.692,3.313,4.491,-1.179,32.666,50.916,274.251,253.514,263.883,7.858,5.654,261.549,254.57,250.651,263.353,260.636,252.449,261.204,260.068,14.102,4666110.0,0.971,6.926
2020-06-25,262.063,262.377,256.947,258.831,3897400,0.011,52.737,2.978,4.189,-1.21,44.764,46.707,274.076,254.175,264.126,7.535,5.638,261.598,254.864,250.765,263.095,260.904,252.736,261.74,260.068,13.735,4629450.0,0.842,5.626
