date,close,high,low,open,volume,daily_return,rsi,macd,macd_signal,macd_diff,stochastic_k,stochastic_d,bollinger_hband,bollinger_lband,bollinger_mavg,bollinger_width,atr,ema_20,ema_50,ema_200,ema_9,ichimoku_a,ichimoku_b,ichimoku_base,ichimoku_conversion,adx,volume_sma_20,volume_ratio,awesome_osc
2014-06-10,147.644,147.669,147.142,147.447,959900,0.0,74.395,1.513,1.211,0.302,94.307,96.081,148.402,140.466,144.434,5.495,0.935,144.938,142.845,135.59,146.364,145.196,142.398,144.181,146.212,24.483,1014920.0,0.946,3.627
2014-06-11,147.167,147.274,146.804,147.126,558100,-0.003,69.543,1.502,1.269,0.233,84.927,91.23,148.731,140.517,144.624,5.679,0.929,145.15,143.015,135.705,146.525,145.314,142.398,144.181,146.446,25.598,993085.0,0.562,3.773
2014-06-12,146.071,147.027,145.758,146.944,891400,-0.007,59.879,1.388,1.293,0.095,60.302,79.845,148.845,140.744,144.794,5.595,0.963,145.238,143.135,135.808,146.434,145.314,142.398,144.181,146.446,25.181,970870.0,0.918,3.673
2014-06-13,146.533,146.656,145.915,146.376,731200,0.003,62.26,1.321,1.298,0.022,62.273,69.167,148.849,141.254,145.052,5.236,0.947,145.361,143.268,135.915,146.454,145.456,142.398,144.358,146.553,24.794,847875.0,0.862,3.317
2014-06-16,146.656,146.936,146.187,146.343,756700,0.001,62.891,1.262,1.291,-0.029,64.784,62.453,148.861,141.714,145.288,4.92,0.933,145.485,143.401,136.022,146.494,145.456,142.398,144.358,146.553,24.681,850730.0,0.889,2.924
2014-06-17,147.043,147.159,146.294,146.459,2934400,0.003,64.882,1.233,1.28,-0.047,73.376,66.811,148.915,142.123,145.519,4.667,0.928,145.633,143.544,136.132,146.604,145.544,142.398,144.358,146.73,24.772,951105.0,3.085,2.635
2014-06-18,148.139,148.221,146.739,147.084,501900,0.007,69.819,1.284,1.28,0.003,97.529,78.563,148.886,142.817,145.851,4.161,0.968,145.872,143.724,136.251,146.911,145.732,142.514,144.474,146.99,25.675,942730.0,0.532,2.555
2014-06-19,148.32,148.419,147.842,148.279,746900,0.001,70.556,1.323,1.289,0.034,97.185,89.364,148.985,143.279,146.132,3.905,0.94,146.105,143.904,136.371,147.193,145.83,142.612,144.572,147.088,26.647,930510.0,0.803,2.725
2014-06-20,148.616,148.715,148.452,148.666,830300,0.002,71.769,1.362,1.304,0.059,97.249,97.321,149.096,143.719,146.408,3.673,0.901,146.344,144.089,136.493,147.477,145.978,142.76,144.721,147.236,27.751,929075.0,0.894,2.997
2014-06-23,148.549,148.69,148.309,148.665,737700,-0.0,71.055,1.372,1.317,0.055,95.388,96.607,149.187,144.114,146.651,3.459,0.864,146.554,144.264,136.613,147.692,146.026,142.76,144.816,147.236,28.537,935265.0,0.789,3.18
2014-06-24,147.672,149.029,147.515,148.326,391700,-0.006,62.321,1.295,1.313,-0.018,61.871,84.836,149.185,144.43,146.807,3.239,0.91,146.661,144.397,136.723,147.688,146.247,142.918,145.1,147.394,28.047,910350.0,0.43,3.288
2014-06-25,148.301,148.491,147.366,147.375,586000,0.004,65.588,1.269,1.304,-0.035,77.744,78.334,149.189,144.817,147.003,2.974,0.925,146.817,144.55,136.838,147.81,146.286,142.918,145.1,147.472,27.38,890105.0,0.658,3.177
2014-06-26,148.227,148.4,147.242,148.384,676800,-0.0,64.875,1.229,1.289,-0.06,75.482,71.699,149.238,145.068,147.153,2.834,0.942,146.951,144.695,136.952,147.894,146.539,142.98,145.471,147.608,26.581,896895.0,0.755,2.942
2014-06-27,148.483,148.549,147.83,147.912,1032300,0.002,66.242,1.203,1.272,-0.068,83.308,78.844,149.306,145.309,147.307,2.713,0.926,147.097,144.843,137.066,148.012,146.72,143.008,145.779,147.662,25.999,904775.0,1.141,2.665
2014-06-30,148.442,148.764,148.318,148.442,1261200,-0.0,65.801,1.167,1.251,-0.084,82.054,80.281,149.344,145.555,147.449,2.57,0.892,147.225,144.984,137.18,148.098,146.988,144.186,146.092,147.884,25.692,886825.0,1.422,2.506
2014-07-01,149.484,149.898,148.773,148.814,1199000,0.007,71.077,1.208,1.242,-0.034,90.0,85.121,149.521,145.775,147.648,2.537,0.932,147.44,145.161,137.302,148.375,147.791,144.744,147.013,148.57,26.442,884130.0,1.356,2.546
2014-07-02,149.592,149.765,149.385,149.468,511500,0.001,71.567,1.235,1.241,-0.006,92.317,88.124,149.687,145.99,147.839,2.501,0.893,147.645,145.335,137.424,148.618,147.81,144.744,147.05,148.57,27.139,860460.0,0.594,2.678
2014-07-03,150.345,150.386,149.906,149.997,327900,0.005,74.774,1.302,1.253,0.049,99.024,93.78,150.095,145.941,148.018,2.806,0.886,147.902,145.531,137.553,148.964,148.112,144.988,147.409,148.814,28.266,834175.0,0.393,2.891
2014-07-07,149.856,150.154,149.608,150.055,1151800,-0.003,69.307,1.301,1.263,0.038,87.048,92.796,150.344,145.931,148.138,2.979,0.875,148.088,145.701,137.675,149.142,148.229,144.988,147.644,148.814,28.786,862425.0,1.336,2.981
2014-07-08,148.889,149.592,148.5,149.55,749400,-0.006,59.97,1.208,1.252,-0.044,58.953,81.675,150.418,145.985,148.201,2.991,0.909,148.165,145.826,137.787,149.092,148.229,144.988,147.644,148.814,27.611,876805.0,0.855,2.876
2014-07-09,149.509,149.641,148.913,149.211,930300,0.004,63.377,1.171,1.235,-0.065,72.106,72.702,150.565,146.024,148.295,3.062,0.898,148.293,145.97,137.903,149.175,148.282,144.988,147.751,148.814,26.571,875325.0,1.063,2.643
2014-07-10,148.938,149.302,147.954,148.094,614600,-0.004,58.443,1.083,1.205,-0.122,53.944,61.667,150.609,146.158,148.383,3.0,0.945,148.354,146.087,138.013,149.128,148.43,144.988,147.751,149.108,24.917,878150.0,0.7,2.269
2014-07-11,149.137,149.211,148.508,148.864,520400,0.001,59.623,1.017,1.167,-0.15,60.274,62.108,150.512,146.561,148.537,2.66,0.928,148.429,146.206,138.124,149.129,148.549,145.379,147.928,149.17,23.381,859600.0,0.605,1.838
2014-07-14,149.873,150.08,149.757,149.906,493100,0.005,63.724,1.013,1.137,-0.123,83.683,65.967,150.533,146.874,148.704,2.46,0.929,148.566,146.35,138.241,149.278,148.621,145.379,148.072,149.17,22.448,847695.0,0.582,1.655
2014-07-15,149.617,150.262,148.963,149.947,1207000,-0.002,61.389,0.978,1.105,-0.127,75.541,73.166,150.46,147.243,148.852,2.161,0.955,148.666,146.478,138.354,149.346,148.621,145.379,148.072,149.17,21.018,870210.0,1.387,1.614
2014-07-16,150.187,150.369,149.749,150.278,539400,0.004,64.508,0.985,1.081,-0.096,93.67,84.298,150.489,147.529,149.009,1.987,0.941,148.811,146.624,138.472,149.514,148.621,145.379,148.072,149.17,19.569,750460.0,0.719,1.607
2014-07-17,148.425,150.254,148.243,149.708,1103900,-0.012,50.836,0.838,1.032,-0.194,23.279,64.163,150.475,147.572,149.023,1.948,1.017,148.774,146.694,138.571,149.296,148.617,145.379,148.072,149.162,19.642,780560.0,1.414,1.601
2014-07-18,149.989,150.105,148.864,148.93,571500,0.011,59.118,0.839,0.994,-0.155,83.676,66.875,150.579,147.635,149.107,1.974,1.065,148.89,146.823,138.684,149.435,148.617,145.379,148.072,149.162,19.71,771790.0,0.74,1.6
2014-07-21,149.666,149.807,149.021,149.501,866000,-0.002,56.983,0.804,0.956,-0.152,70.395,59.116,150.632,147.686,149.159,1.975,1.058,148.964,146.935,138.794,149.481,148.656,145.379,148.15,149.162,19.772,773575.0,1.119,1.378
2014-07-22,150.336,150.601,150.088,150.22,1509500,0.004,60.195,0.821,0.929,-0.108,89.989,81.353,150.778,147.718,149.248,2.05,1.049,149.095,147.068,138.909,149.652,148.836,145.664,148.394,149.278,18.828,812165.0,1.859,1.378
2014-07-23,150.692,150.833,150.27,150.568,750900,0.002,61.825,0.853,0.914,-0.061,95.102,85.162,150.872,147.927,149.399,1.972,1.014,149.247,147.21,139.026,149.86,149.051,145.779,148.564,149.538,17.683,830125.0,0.905,1.328
2014-07-24,150.692,150.982,150.543,150.866,535800,0.0,61.825,0.869,0.905,-0.036,90.423,91.838,151.004,148.034,149.519,1.986,0.973,149.384,147.347,139.142,150.026,149.236,145.854,148.86,149.612,16.445,827615.0,0.647,1.496
2014-07-25,149.972,150.378,149.691,150.278,635700,-0.005,56.405,0.813,0.886,-0.073,66.645,84.057,150.978,148.234,149.606,1.834,0.975,149.44,147.45,139.25,150.016,149.362,145.854,149.112,149.612,16.206,825560.0,0.77,1.525
2014-07-28,150.038,150.237,149.145,150.03,485700,0.0,56.779,0.766,0.862,-0.096,68.824,75.297,150.966,148.402,149.684,1.712,0.983,149.497,147.551,139.357,150.02,149.362,145.854,149.112,149.612,16.488,798230.0,0.608,1.52
2014-07-29,149.401,150.477,149.385,150.32,639000,-0.004,52.13,0.67,0.824,-0.154,47.787,61.085,150.89,148.574,149.732,1.547,0.991,149.488,147.624,139.457,149.896,149.362,145.854,149.112,149.612,16.433,767120.0,0.833,1.363
2014-07-30,149.401,150.105,148.798,149.923,1128500,0.0,52.13,0.586,0.776,-0.19,42.278,52.963,150.89,148.566,149.728,1.552,1.014,149.48,147.694,139.556,149.797,149.501,145.949,149.112,149.89,16.916,763595.0,1.478,1.072
2014-07-31,146.398,148.5,146.398,148.376,2430500,-0.02,36.009,0.275,0.676,-0.401,0.0,30.022,151.429,147.707,149.568,2.488,1.156,149.186,147.643,139.624,149.117,148.69,146.076,148.69,148.69,18.907,859545.0,2.828,0.378
2014-08-01,146.043,146.944,145.315,146.034,3398000,-0.002,34.645,-0.001,0.541,-0.541,12.846,18.375,151.728,146.978,149.353,3.181,1.19,148.887,147.58,139.688,148.502,148.148,146.076,148.148,148.148,21.23,1013050.0,3.354,-0.398
2014-08-04,147.068,147.35,145.662,146.274,2212000,0.007,41.532,-0.135,0.406,-0.54,30.933,14.593,151.774,146.653,149.214,3.432,1.225,148.714,147.56,139.761,148.216,148.148,146.447,148.148,148.148,22.886,1066060.0,2.075,-1.033
2014-08-05,145.579,146.829,145.108,146.465,1251300,-0.01,35.654,-0.357,0.253,-0.61,8.018,17.266,152.06,146.037,149.048,4.041,1.278,148.415,147.482,139.819,147.688,148.045,146.756,148.045,148.045,24.677,1091155.0,1.147,-1.804
2014-08-06,145.67,146.283,144.926,144.942,1185800,0.001,36.248,-0.52,0.099,-0.618,12.285,17.079,152.197,145.515,148.856,4.489,1.283,148.154,147.411,139.877,147.285,147.828,147.069,147.954,147.702,26.422,1103930.0,1.074,-2.518
2014-08-07,144.884,146.465,144.529,146.349,1527100,-0.005,33.383,-0.704,-0.062,-0.642,5.501,8.602,152.415,144.892,148.653,5.061,1.33,147.842,147.312,139.927,146.804,147.629,147.555,147.755,147.503,28.221,1149555.0,1.328,-2.831
2014-08-08,146.564,146.655,144.86,145.182,1209900,0.012,43.638,-0.706,-0.191,-0.516,31.536,16.441,152.386,144.663,148.525,5.2,1.363,147.721,147.283,139.993,146.756,147.629,147.592,147.755,147.503,29.623,1184030.0,1.022,-2.822
2014-08-11,146.977,147.648,146.936,147.151,1191200,0.003,45.845,-0.667,-0.286,-0.381,37.936,24.991,152.246,144.514,148.38,5.21,1.343,147.65,147.271,140.063,146.801,147.536,147.707,147.755,147.317,29.635,1218935.0,0.977,-2.629
2014-08-12,146.804,147.251,146.349,146.82,513900,-0.001,45.05,-0.643,-0.358,-0.285,35.255,34.909,152.119,144.359,148.239,5.235,1.312,147.569,147.252,140.13,146.801,147.135,147.755,147.755,146.514,30.008,1184280.0,0.434,-2.42
2014-08-13,147.838,147.945,147.151,147.383,781600,0.007,50.572,-0.534,-0.393,-0.141,55.632,42.941,151.9,144.344,148.122,5.101,1.3,147.595,147.275,140.206,147.009,146.996,147.755,147.755,146.237,29.544,1196390.0,0.653,-2.02
2014-08-14,148.483,148.483,147.896,148.02,842000,0.004,53.698,-0.391,-0.392,0.001,66.476,52.454,151.904,144.346,148.125,5.102,1.253,147.679,147.323,140.289,147.303,147.131,147.755,147.755,146.506,28.533,1183295.0,0.712,-1.492
2014-08-15,148.442,149.162,147.408,149.037,1694300,-0.0,53.467,-0.278,-0.37,0.092,65.787,62.632,151.733,144.362,148.047,4.979,1.289,147.752,147.367,140.37,147.531,147.3,147.755,147.755,146.846,26.92,1239435.0,1.367,-0.989
2014-08-18,149.674,149.765,149.195,149.294,1039100,0.008,59.164,-0.088,-0.313,0.225,92.27,74.844,151.734,144.362,148.048,4.979,1.291,147.935,147.457,140.463,147.96,147.451,147.755,147.755,147.147,25.122,1248090.0,0.833,-0.579
2014-08-19,150.469,150.593,149.931,150.072,583000,0.005,62.365,0.126,-0.225,0.351,97.955,85.337,151.757,144.352,148.054,5.002,1.264,148.176,147.575,140.562,148.462,147.658,147.755,147.755,147.561,24.134,1201765.0,0.485,0.086
2014-08-20,150.882,151.073,150.278,150.287,1507800,0.003,63.947,0.324,-0.115,0.44,97.081,95.769,151.795,144.333,148.064,5.039,1.231,148.434,147.705,140.665,148.946,147.884,147.801,147.801,147.966,23.578,1239610.0,1.216,0.679
2014-08-21,151.312,151.536,150.915,151.048,756600,0.003,65.569,0.511,0.01,0.501,96.803,97.28,151.922,144.268,148.095,5.168,1.19,148.708,147.846,140.771,149.419,148.488,148.032,148.032,148.942,23.397,1250650.0,0.605,1.254
2014-08-22,151.073,151.47,150.766,151.23,656500,-0.002,63.849,0.632,0.134,0.497,93.392,95.759,152.112,144.188,148.15,5.349,1.155,148.933,147.973,140.873,149.75,148.488,148.032,148.032,148.942,23.064,1251690.0,0.524,1.785
2014-08-25,151.858,152.107,151.619,151.842,1097200,0.005,66.918,0.782,0.264,0.518,96.714,95.637,152.449,144.033,148.241,5.677,1.146,149.212,148.125,140.983,150.171,148.974,148.318,148.318,149.629,23.222,1282265.0,0.856,2.178
2014-08-26,151.983,152.363,151.933,151.991,749500,0.001,67.393,0.901,0.391,0.51,95.149,95.085,152.861,143.879,148.37,6.054,1.101,149.476,148.277,141.092,150.534,149.166,148.446,148.446,149.885,23.549,1287790.0,0.582,2.471
2014-08-27,151.958,152.14,151.676,152.065,602600,-0.0,67.185,0.981,0.509,0.472,94.602,95.489,153.238,143.758,148.498,6.384,1.055,149.712,148.421,141.2,150.819,149.166,148.446,148.446,149.885,23.532,1261495.0,0.478,2.621
2014-08-28,151.842,151.908,151.271,151.412,447700,-0.001,66.167,1.024,0.612,0.412,91.337,93.696,153.62,143.92,148.77,6.52,1.029,149.915,148.555,141.306,151.023,149.612,148.446,148.446,150.779,23.02,1162355.0,0.385,2.614
2014-08-29,152.214,152.272,151.585,152.082,617200,0.002,67.85,1.076,0.705,0.371,97.522,94.487,153.981,144.177,149.079,6.576,1.004,150.134,148.699,141.415,151.261,149.796,148.446,148.446,151.147,22.853,1023315.0,0.603,2.717
2014-09-02,152.173,152.471,151.619,152.471,553800,-0.0,67.452,1.101,0.784,0.317,94.398,94.419,154.321,144.347,149.334,6.679,0.994,150.328,148.835,141.522,151.444,149.937,148.5,148.5,151.374,22.866,940405.0,0.589,2.681
2014-09-03,152.107,152.785,151.883,152.76,627600,-0.0,66.772,1.103,0.848,0.255,87.391,93.104,154.473,144.847,149.66,6.432,0.987,150.498,148.963,141.627,151.576,150.216,148.657,148.657,151.776,23.14,909220.0,0.69,2.652
2014-09-04,151.858,152.901,151.478,152.322,536700,-0.002,64.146,1.071,0.893,0.179,81.012,87.6,154.505,145.435,149.97,6.048,1.018,150.627,149.077,141.729,151.633,150.274,148.715,148.715,151.834,22.832,876765.0,0.612,2.621
2014-09-05,152.587,152.611,151.296,151.834,502300,0.005,68.102,1.093,0.933,0.16,91.527,86.643,154.376,146.334,150.355,5.349,1.039,150.814,149.214,141.837,151.824,150.401,148.715,148.715,152.086,22.297,825525.0,0.608,2.622
2014-09-08,152.198,152.603,151.726,152.421,635900,-0.003,64.042,1.066,0.959,0.107,76.33,82.956,154.332,146.941,150.637,4.906,1.028,150.946,149.331,141.94,151.898,150.401,148.715,148.715,152.086,21.801,796825.0,0.798,2.588
2014-09-09,151.213,152.123,150.907,152.049,515300,-0.006,55.086,0.955,0.958,-0.004,35.646,67.834,154.144,147.552,150.848,4.37,1.047,150.971,149.405,142.032,151.761,150.31,148.715,148.715,151.904,20.249,763030.0,0.675,2.448
2014-09-10,151.809,151.85,150.791,151.304,849800,0.004,58.837,0.904,0.948,-0.043,48.852,53.61,153.842,148.355,151.099,3.631,1.047,151.051,149.499,142.129,151.771,150.281,148.715,148.715,151.846,18.939,779825.0,1.09,2.222
2014-09-11,151.95,151.974,151.073,151.188,525700,0.001,59.695,0.865,0.931,-0.066,55.457,46.652,153.623,148.986,151.304,3.065,1.037,151.137,149.595,142.227,151.807,150.281,148.715,148.715,151.846,17.612,767030.0,0.685,2.067
2014-09-12,151.048,151.817,150.634,151.801,724000,-0.006,52.202,0.753,0.896,-0.142,18.262,40.857,153.364,149.501,151.432,2.551,1.057,151.128,149.652,142.315,151.655,150.241,148.715,148.715,151.767,16.889,761130.0,0.951,1.886
2014-09-15,150.948,151.18,150.477,151.097,1021700,-0.001,51.432,0.649,0.846,-0.198,19.431,31.05,152.946,150.17,151.558,1.832,1.032,151.111,149.703,142.401,151.514,150.285,148.715,148.88,151.689,16.412,727500.0,1.404,1.585
2014-09-16,152.074,152.322,150.568,150.659,565100,0.007,58.807,0.649,0.807,-0.158,65.883,34.525,152.779,150.576,151.678,1.452,1.083,151.203,149.796,142.497,151.626,150.657,148.715,149.625,151.689,15.979,703800.0,0.803,1.527
2014-09-17,152.289,152.984,151.561,152.314,975000,0.001,60.054,0.659,0.777,-0.118,72.278,52.53,152.75,150.788,151.769,1.293,1.107,151.306,149.894,142.594,151.758,150.698,148.757,149.666,151.73,16.245,723400.0,1.348,1.634
2014-09-18,153.083,153.099,152.578,152.76,740000,0.005,64.347,0.723,0.766,-0.043,99.39,79.183,152.929,150.829,151.879,1.382,1.086,151.475,150.019,142.699,152.023,150.956,148.814,150.125,151.788,16.602,685010.0,1.08,1.739
2014-09-19,152.934,153.745,152.702,153.579,964000,-0.001,62.979,0.753,0.764,-0.011,75.184,82.284,153.071,150.849,151.96,1.462,1.083,151.614,150.133,142.801,152.205,151.344,149.137,150.576,152.111,17.517,695380.0,1.386,1.93
2014-09-22,151.75,152.731,151.476,152.698,836700,-0.008,53.285,0.673,0.746,-0.072,38.953,71.176,153.034,150.954,151.994,1.368,1.11,151.627,150.197,142.89,152.114,151.344,149.137,150.576,152.111,16.749,704390.0,1.188,2.02
2014-09-23,150.894,151.867,150.878,151.243,752200,-0.006,47.583,0.535,0.704,-0.168,12.76,42.299,153.09,150.801,151.946,1.507,1.101,151.557,150.224,142.969,151.87,151.79,149.137,151.47,152.111,15.711,687140.0,1.095,1.847
2014-09-24,152.108,152.174,150.553,150.969,968500,0.008,54.947,0.517,0.666,-0.149,49.908,33.874,153.099,150.805,151.952,1.509,1.138,151.61,150.298,143.06,151.918,151.974,149.137,151.838,152.111,15.075,698090.0,1.387,1.495
2014-09-25,149.664,151.717,149.614,151.7,1603000,-0.016,42.119,0.303,0.594,-0.291,1.21,21.293,153.357,150.318,151.837,2.002,1.235,151.424,150.273,143.126,151.467,151.68,149.137,151.68,151.68,15.334,748110.0,2.143,0.909
2014-09-26,150.869,151.185,149.73,149.922,916900,0.008,48.502,0.227,0.52,-0.293,30.38,27.166,153.366,150.211,151.788,2.078,1.256,151.372,150.296,143.203,151.347,151.68,149.137,151.68,151.68,15.573,771570.0,1.188,0.217
2014-09-29,150.57,150.828,149.431,149.564,1482800,-0.002,47.114,0.142,0.445,-0.303,26.402,19.331,153.356,150.057,151.706,2.175,1.269,151.295,150.307,143.276,151.192,151.588,149.137,151.588,151.588,16.057,814850.0,1.82,-0.261
2014-09-30,150.113,151.127,149.863,150.703,767700,-0.003,44.994,0.036,0.363,-0.327,15.809,24.197,153.376,149.831,151.603,2.339,1.268,151.183,150.3,143.344,150.976,151.588,149.137,151.588,151.588,16.102,825545.0,0.93,-0.545
2014-10-01,148.143,149.971,147.802,149.905,2380200,-0.013,37.218,-0.203,0.25,-0.453,5.738,15.983,153.714,149.097,151.405,3.049,1.343,150.893,150.215,143.392,150.41,150.774,149.137,150.774,150.774,17.664,913175.0,2.607,-1.08
2014-10-02,148.134,148.65,146.63,148.001,1263800,-0.0,37.187,-0.39,0.122,-0.512,21.138,14.228,153.919,148.519,151.219,3.571,1.391,150.63,150.133,143.439,149.954,149.934,149.137,150.188,149.68,19.712,949530.0,1.331,-1.669
2014-10-03,149.789,150.08,148.691,149.19,1217400,0.011,46.232,-0.399,0.018,-0.417,44.399,23.758,153.771,148.387,151.079,3.563,1.431,150.55,150.12,143.503,149.921,149.795,149.137,150.188,149.402,20.038,985285.0,1.236,-1.916
2014-10-06,149.606,150.603,149.09,150.404,1307000,-0.001,45.453,-0.417,-0.069,-0.348,41.827,35.788,153.663,148.236,150.949,3.595,1.437,150.46,150.1,143.563,149.858,149.795,149.137,150.188,149.402,19.843,1018840.0,1.283,-1.983
2014-10-07,147.312,149.165,147.295,148.833,930600,-0.015,37.026,-0.609,-0.177,-0.432,9.585,31.937,153.892,147.617,150.754,4.162,1.499,150.16,149.99,143.601,149.349,149.68,149.137,150.188,149.174,20.675,1039605.0,0.895,-2.376
2014-10-08,149.888,150.071,146.613,147.403,1897500,0.017,48.559,-0.547,-0.251,-0.296,45.92,32.444,153.778,147.539,150.658,4.142,1.639,150.135,149.986,143.663,149.457,149.539,149.137,150.179,148.899,20.647,1091990.0,1.738,-2.416
2014-10-09,146.863,149.805,146.796,149.622,1428600,-0.02,39.427,-0.733,-0.348,-0.386,4.086,19.864,153.871,146.937,150.404,4.611,1.743,149.823,149.864,143.695,148.938,149.524,149.137,150.179,148.87,20.62,1137135.0,1.256,-2.198
2014-10-10,145.217,147.586,145.184,146.838,2469900,-0.011,35.514,-1.002,-0.479,-0.524,0.472,16.826,154.233,145.992,150.112,5.49,1.79,149.384,149.682,143.71,148.194,148.81,149.137,149.464,148.156,21.449,1224430.0,2.017,-2.659
2014-10-13,142.831,145.674,142.748,145.159,2109200,-0.016,30.749,-1.392,-0.661,-0.731,0.881,1.813,154.882,144.531,149.707,6.914,1.871,148.76,149.413,143.701,147.121,147.461,148.246,148.246,146.676,23.166,1278805.0,1.649,-3.561
2014-10-14,143.064,144.652,142.557,143.579,2431300,0.002,31.713,-1.663,-0.862,-0.801,5.535,2.296,155.059,143.453,149.256,7.776,1.887,148.218,149.164,143.695,146.31,147.366,148.151,148.151,146.58,24.825,1372115.0,1.772,-4.235
2014-10-15,142.0,142.391,138.692,141.144,5460300,-0.007,29.682,-1.941,-1.078,-0.864,26.479,10.965,155.169,142.314,148.742,8.642,2.065,147.626,148.883,143.678,145.448,145.433,146.218,146.218,144.648,27.368,1596380.0,3.42,-5.461
2014-10-16,141.908,142.931,139.381,139.498,4452600,-0.001,29.506,-2.144,-1.291,-0.853,25.862,19.292,154.938,141.428,148.183,9.117,2.171,147.081,148.61,143.661,144.74,145.433,146.218,146.218,144.648,29.295,1782010.0,2.499,-6.583
2014-10-17,143.662,144.618,143.006,143.579,2259400,0.012,37.155,-2.139,-1.461,-0.679,39.968,30.77,154.378,141.06,147.719,9.016,2.209,146.755,148.416,143.661,144.524,145.3,146.218,146.218,144.382,29.837,1846780.0,1.223,-6.859
2014-10-20,145.075,145.134,143.346,143.413,1379400,0.01,42.561,-1.998,-1.568,-0.43,53.589,39.806,153.87,140.901,147.386,8.799,2.179,146.595,148.285,143.675,144.634,145.3,146.218,146.218,144.382,29.99,1873915.0,0.736,-6.623
2014-10-21,147.893,147.993,145.957,146.115,2884200,0.019,51.52,-1.64,-1.582,-0.057,77.248,56.935,153.524,140.947,147.235,8.542,2.232,146.719,148.269,143.717,145.286,145.234,146.218,146.218,144.248,28.467,1980515.0,1.456,-5.792
2014-10-22,146.888,148.558,146.804,148.201,2374200,-0.007,48.608,-1.421,-1.55,0.129,68.81,66.549,152.852,141.097,146.974,7.998,2.198,146.735,148.215,143.748,145.607,144.922,146.218,146.218,143.625,26.773,2050800.0,1.158,-4.231
2014-10-23,148.575,149.498,148.101,148.334,1812400,0.011,53.372,-1.098,-1.46,0.361,82.974,76.344,152.717,141.123,146.92,7.891,2.227,146.91,148.229,143.796,146.2,145.157,146.218,146.218,144.095,24.977,2061270.0,0.879,-2.61
2014-10-24,149.689,149.764,148.259,148.816,1152600,0.007,56.255,-0.744,-1.317,0.572,96.643,82.809,152.518,141.204,146.861,7.704,2.176,147.175,148.286,143.855,146.898,145.223,146.218,146.218,144.228,23.438,2073055.0,0.556,-1.477
2014-10-27,149.498,149.73,148.683,149.215,1476000,-0.001,55.62,-0.474,-1.148,0.674,94.964,91.527,152.342,141.273,146.807,7.54,2.095,147.396,148.334,143.911,147.418,144.97,146.218,145.712,144.228,22.009,2072715.0,0.712,-0.416
2014-10-28,151.218,151.235,149.955,150.03,1330000,0.012,60.0,-0.119,-0.942,0.823,99.864,97.157,152.548,141.177,146.863,7.743,2.069,147.76,148.447,143.984,148.178,145.37,146.218,145.433,145.308,21.418,2100830.0,0.633,0.329
2014-10-29,151.044,151.767,150.013,151.31,1600700,-0.001,59.361,0.146,-0.725,0.871,94.47,96.433,152.958,141.057,147.008,8.096,2.047,148.073,148.549,144.054,148.751,146.41,146.218,145.433,147.386,21.111,2061855.0,0.776,0.99
2014-10-30,152.0,152.39,150.495,150.595,1588900,0.006,61.768,0.429,-0.494,0.923,97.153,97.163,153.525,140.877,147.201,8.592,2.036,148.447,148.684,144.133,149.401,146.704,146.218,145.541,147.868,21.103,2078110.0,0.765,1.512
2014-10-31,153.72,153.82,153.03,153.795,1946100,0.011,65.702,0.782,-0.239,1.021,99.339,96.987,154.253,140.542,147.398,9.302,2.021,148.949,148.882,144.228,150.265,148.072,146.256,146.256,149.888,21.683,2114545.0,0.92,2.318
2014-11-03,153.812,154.294,153.446,153.945,2270000,0.001,65.904,1.058,0.021,1.037,96.911,97.801,154.961,140.254,147.608,9.963,1.937,149.412,149.075,144.324,150.974,148.521,146.493,146.493,150.549,22.403,2162695.0,1.05,3.18
2014-11-04,153.263,153.654,152.49,153.413,1639400,-0.004,63.499,1.218,0.26,0.958,93.087,96.445,155.658,140.153,147.905,10.483,1.893,149.779,149.239,144.413,151.432,148.845,146.493,146.493,151.198,22.392,2198135.0,0.746,3.652
2014-11-05,154.269,154.427,153.562,154.394,1826500,0.007,65.951,1.41,0.49,0.92,98.617,96.205,156.323,139.926,148.124,11.07,1.841,150.207,149.437,144.511,151.999,148.951,146.56,146.56,151.343,22.71,2194585.0,0.832,4.239
2014-11-06,154.892,154.926,153.695,154.252,1758600,0.004,67.411,1.593,0.711,0.883,99.706,97.137,157.21,139.842,148.526,11.694,1.797,150.653,149.65,144.614,152.578,149.307,146.809,146.809,151.804,23.212,2211085.0,0.795,4.78
2014-11-07,155.025,155.175,154.444,154.892,1396400,0.001,67.729,1.73,0.915,0.815,98.373,98.899,158.0,140.032,149.016,12.058,1.721,151.069,149.861,144.718,153.067,149.749,146.934,146.934,152.565,23.782,2157410.0,0.647,4.978
2014-11-10,155.491,155.524,154.834,155.009,1876400,0.003,68.876,1.854,1.102,0.752,99.622,99.234,158.585,140.714,149.649,11.942,1.647,151.49,150.082,144.825,153.552,149.938,147.108,147.108,152.769,24.461,2145770.0,0.874,5.127
2014-11-11,155.641,155.724,155.258,155.557,1031600,0.001,69.254,1.943,1.27,0.672,98.911,98.968,159.04,141.517,150.278,11.661,1.563,151.886,150.3,144.932,153.97,150.159,147.208,147.208,153.11,25.179,2075785.0,0.497,5.49
